Product ID,Product Title,Product Status,Variant ID,Variant Title,SKU,Inventory Item ID,Inventory Tracked,Location ID,Location Name,Location Active,Available Quantity
7930165887039,TM-B Launch Edition Road,ACTIVE,42454743547967,Default Title,13SFN1-0101U-1,44586045636671,Yes,74355081279,SEKO,Yes,-53
7930165985343,Top Frame | Bench,DRAFT,42454743580735,Default Title,13T3N1-NA01U-0,44586045669439,Yes,74355081279,SEKO,Yes,340
7930166050879,Performance | Cockpit | Sport,ACTIVE,42454743711807,Default Title,13CN11-0201U-0,44586045734975,Yes,74355081279,SEKO,Yes,398
7930166247487,Cockpit | Sport,UNLISTED,42458356678719,Default Title,13CN11-0301U-0,44589803175999,Yes,70293422143,630 Hansen Way,Yes,-2
7930166247487,Cockpit | Sport,UNLISTED,42458356678719,Default Title,13CN11-0301U-0,44589803175999,Yes,74355081279,SEKO,Yes,310
8090264961087,beeline-test-item-sandbox,ACTIVE,42920557346879,Default Title,Feb-22,45084405497919,Yes,74355081279,SEKO,Yes,-1
8151941939263,TM-B Performance (Color Top Frames),DRAFT,43195589918783,All-Terrain | Solo (LG) | Sport,113111-02014-1,45360680468543,Yes,70293422143,630 Hansen Way,Yes,10
8151941939263,TM-B Performance (Color Top Frames),DRAFT,43195589951551,All-Terrain | Solo (SM) | Standard,113121-02012-1,45360680501311,Yes,70293422143,630 Hansen Way,Yes,1
8151941939263,TM-B Performance (Color Top Frames),DRAFT,43195589984319,All-Terrain | Solo (LG) | Standard,113121-02014-1,45360680534079,Yes,70293422143,630 Hansen Way,Yes,-2
8151941939263,TM-B Performance (Color Top Frames),DRAFT,43195590017087,Road | Solo (SM) | Sport,114111-02012-1,45360680566847,Yes,70293422143,630 Hansen Way,Yes,0
8151941939263,TM-B Performance (Color Top Frames),DRAFT,43195590049855,Road | Solo (LG) | Sport,114111-02014-1,45360680599615,Yes,70293422143,630 Hansen Way,Yes,-3
8151941939263,TM-B Performance (Color Top Frames),DRAFT,43195590082623,Road | Solo (SM) | Standard,114121-02012-1,45360680632383,Yes,70293422143,630 Hansen Way,Yes,10
8151941939263,TM-B Performance (Color Top Frames),DRAFT,43195590115391,Road | Solo (LG) | Standard,114121-02014-1,45360680665151,Yes,70293422143,630 Hansen Way,Yes,0
