fulfillmentCenterId,returnAuthorization,salesOrderId,HB_Ref,billOfLoading,arrivedDate,receivingStartDate,ConfirmedDate,receiptReason,returnService,supplierID,details
SEKOLAX2,RMA000026,RMA000026,RMA000026,RMA000026,2026-04-13T19:20:05Z,2026-04-13T19:20:58Z,2026-04-13T19:21:38Z,,,DEFSUPALSOINC01,"[{""lineNumber"":1,""quantity"":1,""product"":""13T1N1-NA012-0"",""description"":""Top Frame - Solo (S)"",""unitOfMeasureCode"":""1"",""lot"":"""",""returnCode"":"""",""returnReason"":"""",""EAN"":""843271746464"",""qcRequired"":false,""htsCode"":""8714913000"",""returnQuantity"":1,""locationType"":""Available Stock""}]"
